업소명,민박업소형태,주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태
브랜치하우스1,외국인관광도시민박업,"서울특별시 광진구 뚝섬로51길 15-3, B01호 (자양동)",CDFI2262212025000064,2025-09-23,영업/정상(영업중)
위드하우스,외국인관광도시민박업,"서울특별시 강남구 삼성로107길 33, 301호 (삼성동)",CDFI2262212025000016,2025-09-23,영업/정상(영업중)
망원58스테이,외국인관광도시민박업,"서울특별시 마포구 월드컵로29길 87-14, 2층 301호 (망원동)",CDFI2262212025000347,2025-09-23,영업/정상(영업중)
비케이 스테이(BK STAY),외국인관광도시민박업,"서울특별시 구로구 오류로8바길 14-9, 지층 101호 (오류동)",CDFI2262212025000019,2025-09-19,영업/정상(영업중)
스테이 아리,외국인관광도시민박업,"서울특별시 광진구 천호대로137길 38, B01호 (구의동, 현대아트빌)",CDFI2262212025000063,2025-09-19,영업/정상(영업중)
사랑방스테이,외국인관광도시민박업,"서울특별시 강서구 송정로 46-35, 201호 (공항동)",CDFI2262212025000053,2025-09-19,영업/정상(영업중)
그린하우스,외국인관광도시민박업,"서울특별시 강서구 금낭화로7길 32, 초원의집 5층 (방화동)",CDFI2262212025000052,2025-09-18,영업/정상(영업중)
스테이 구의(Stay Guui),외국인관광도시민박업,"서울특별시 광진구 자양로 154-12, B01호 (구의동)",CDFI2262212025000065,2025-09-23,영업/정상(영업중)
미담 스테이 연희 (Midam Stay Yeonhui),외국인관광도시민박업,"서울특별시 서대문구 성산로7안길 62, 201호 (연희동)",CDFI2262212025000092,2025-09-23,영업/정상(영업중)
더 테라스 서울,외국인관광도시민박업,"서울특별시 동대문구 전농로38가길 17, 302호 (전농동, 유니빅스시)",CDFI2262212025000021,2025-09-18,영업/정상(영업중)
Mini Garden,외국인관광도시민박업,서울특별시 종로구 창의문로 129-5 (부암동),CDFI2262212025000121,2025-09-18,영업/정상(영업중)
서울N스튜디오,외국인관광도시민박업,"[100391] 서울특별시 중구 장충단로8길 45-4, 1~2층 (장충동1가, (201호 제외))",CDFI2262212015000015,2015-07-14,영업/정상(영업중)
퀸 하우스,외국인관광도시민박업,[121-841] 서울특별시 마포구 동교로 153-5 (서교동),CDFI2262212015000083,2015-02-09,영업/정상(영업중)
라온 스테이,외국인관광도시민박업,"서울특별시 용산구 청파로93길 18, 201호 (서계동, 에스에스빌라)",CDFI2262212024000011,2024-03-08,영업/정상(영업중)
다온 영등포,외국인관광도시민박업,"서울특별시 영등포구 당산로20길 4, 3층 (당산동1가)",CDFI2262212024000020,2024-08-06,영업/정상(영업중)
BBO stay,외국인관광도시민박업,"서울특별시 관악구 봉천로23라길 7-3, 201호 (봉천동)",CDFI2262212024000149,2024-12-03,영업/정상(영업중)
도로시 스테이,외국인관광도시민박업,"서울특별시 강동구 아리수로62길 9, 202호 (고덕동, 누리안파크리움Ⅳ)",CDFI2262212025000070,2025-09-17,영업/정상(영업중)
창경 01,외국인관광도시민박업,"서울특별시 종로구 자하문로19길 3, 101호 (옥인동, 홀로세 다세대주택)",CDFI2262212025000020,2025-02-04,영업/정상(영업중)
haus.grove(하우스 그로브),외국인관광도시민박업,"서울특별시 강서구 강서로29길 79, 402호 (화곡동, 예인빌라)",CDFI2262212024000050,2024-12-16,영업/정상(영업중)
그로브 하우스,외국인관광도시민박업,"서울특별시 마포구 동교로27길 7, 1동 101호 (동교동, 광남벨라스아파트)",CDFI2262212025000346,2025-09-17,영업/정상(영업중)
셀링강남,외국인관광도시민박업,"서울특별시 강남구 선릉로92길 40, 1203호 (삼성동)",CDFI2262212025000011,2025-08-29,영업/정상(영업중)
리스테이,외국인관광도시민박업,"서울특별시 마포구 대흥로6길 18-7, 101호 (용강동)",CDFI2262212025000330,2025-08-29,영업/정상(영업중)
마포 아라 스테이,외국인관광도시민박업,"서울특별시 마포구 독막로 156, 3층 (창전동)",CDFI2262212023000175,2023-11-23,영업/정상(영업중)
찌니네,외국인관광도시민박업,"서울특별시 종로구 자하문로6길 12-20, 1층 (통의동)",CDFI2262212025000112,2025-08-29,영업/정상(영업중)
다인,외국인관광도시민박업,"서울특별시 종로구 창덕궁3나길 1, 302호 (원서동)",CDFI2262212025000113,2025-08-29,영업/정상(영업중)
별이 빛나는 밤에,외국인관광도시민박업,"서울특별시 은평구 갈현로 29, 801호 (신사동, 신사코아아파트)",CDFI2262212025000010,2025-08-29,영업/정상(영업중)
애플하우스,외국인관광도시민박업,"서울특별시 은평구 녹번로7길 20-18, 202호 (녹번동, 수채화)",CDFI2262212025000011,2025-09-15,영업/정상(영업중)
코지네스트,외국인관광도시민박업,"서울특별시 성동구 마조로7길 12-3, 305호 (행당동)",CDFI2262212025000030,2025-08-29,영업/정상(영업중)
Belonia H,외국인관광도시민박업,"서울특별시 서대문구 신촌로3나길 24, 602호 (창천동)",CDFI2262212025000085,2025-08-29,영업/정상(영업중)
하우스 오브 로터스,외국인관광도시민박업,"서울특별시 성동구 무학봉15길 27-15, 2층 (하왕십리동)",CDFI2262212024000079,2024-12-30,영업/정상(영업중)
Bom Stay,외국인관광도시민박업,"서울특별시 강동구 구천면로12길 7, B02호 (천호동)",CDFI2262212025000026,2025-02-24,영업/정상(영업중)
솔하우스,외국인관광도시민박업,"서울특별시 강남구 선릉로92길 40, 702호 (삼성동)",CDFI2262212025000012,2025-08-29,영업/정상(영업중)
하우스 오브 카멜리아,외국인관광도시민박업,"서울특별시 광진구 용마산로2길 8-12, 지하1호 (중곡동)",CDFI2262212025000016,2025-03-14,영업/정상(영업중)
아리엘즈 홈 (Ariel's Home),외국인관광도시민박업,"서울특별시 서대문구 북아현로6길 83, 402호 (북아현동, 성진아르테)",CDFI2262212025000089,2025-09-10,영업/정상(영업중)
스테이별빛숭인,외국인관광도시민박업,"서울특별시 종로구 종로65가길 19, 101호 (숭인동)",CDFI2262212025000022,2025-02-06,영업/정상(영업중)
준하우스3,외국인관광도시민박업,"서울특별시 마포구 월드컵북로6길 84, 5층 (동교동)",CDFI2262212024000321,2024-10-14,영업/정상(영업중)
준하우스1,외국인관광도시민박업,"서울특별시 마포구 동교로 211-9, 1층 201호 (동교동)",CDFI2262212024000152,2024-07-03,영업/정상(영업중)
앤드류 게스트하우스,외국인관광도시민박업,"서울특별시 마포구 와우산로29길 56-9, 202호 (서교동, 홍익예림빌라)",CDFI2262212024000307,2024-10-08,영업/정상(영업중)
오크앤코,외국인관광도시민박업,"서울특별시 동대문구 전농로23길 37, 301호 (전농동)",CDFI2262212024000005,2024-02-16,영업/정상(영업중)
준하우스2,외국인관광도시민박업,"서울특별시 마포구 동교로 211-9, 1층 203호 (동교동)",CDFI2262212024000153,2024-07-03,영업/정상(영업중)
인 게스트하우스,외국인관광도시민박업,"[121-848] 서울특별시 마포구 성미산로1길 68, 2층 (성산동)",CDFI2262212013000027,2013-03-27,영업/정상(영업중)
지유,외국인관광도시민박업,"서울특별시 종로구 종로 347, 인동 2302호 (숭인동, 롯데캐슬천지인)",CDFI2262212016000015,2016-06-01,영업/정상(영업중)
엘하우스,외국인관광도시민박업,서울특별시 용산구 청파로85가길 19-4 (서계동),CDFI2262212024000006,2024-02-21,영업/정상(영업중)
이브,외국인관광도시민박업,"서울특별시 중구 퇴계로20길 41-14, 2층 (남산동2가)",CDFI2262212015000017,2015-08-20,영업/정상(영업중)
아리하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로22길 11-4, 2, 3층 (남산동3가)",CDFI2262212018000007,2018-07-05,영업/정상(영업중)
와이즈하우스,외국인관광도시민박업,"서울특별시 마포구 월드컵북로6길 89-9, 지하1층 (연남동)",CDFI2262212019000016,2019-02-15,영업/정상(영업중)
예하도예 게스트하우스(YEHADOYE guesthouse),외국인관광도시민박업,"서울특별시 종로구 인사동12길 10, 4.5층 (관훈동)",CDFI2262212014000009,2014-05-28,영업/정상(영업중)
엘스테이,외국인관광도시민박업,"서울특별시 서초구 사평대로53길 8-3, 201호 (반포동, 세종빌리지)",CDFI2262212016000009,2016-06-10,영업/정상(영업중)
엘하우스,외국인관광도시민박업,"서울특별시 용산구 한강대로104가길 11-8, 202호 (동자동)",CDFI2262212023000087,2023-11-13,영업/정상(영업중)
어반우드,외국인관광도시민박업,"서울특별시 마포구 월드컵로8길 37-8, 1,2층 (서교동)",CDFI2262212023000086,2023-07-12,영업/정상(영업중)
온스테이,외국인관광도시민박업,서울특별시 성북구 삼선교로8길 43-12 (삼선동1가),CDFI2262212024000007,2024-05-13,영업/정상(영업중)
스테이 공간,외국인관광도시민박업,"서울특별시 영등포구 선유서로25길 18-7, 101호 (양평동2가)",CDFI2262212024000007,2024-04-19,영업/정상(영업중)
서유니스테이,외국인관광도시민박업,서울특별시 종로구 성균관로14길 63 (명륜1가),CDFI2262212024000047,2024-09-02,영업/정상(영업중)
고은,외국인관광도시민박업,"서울특별시 종로구 동숭4나길 25, 101호 (동숭동, 상일아트빌라)",CDFI2262212024000109,2024-12-17,영업/정상(영업중)
디에이치 성수포레,외국인관광도시민박업,"서울특별시 성동구 왕십리로8길 17-5, 1층 101호 (성수동1가)",CDFI2262212024000011,2024-04-22,영업/정상(영업중)
야코리아 강남,외국인관광도시민박업,"서울특별시 강남구 테헤란로43길 19, 4층 (역삼동)",CDFI2262212013000008,2013-08-14,영업/정상(영업중)
라우펜스테이,외국인관광도시민박업,"서울특별시 금천구 독산로44길 29, 203호 (시흥동, 인경스마트빌딩)",CDFI2262212025000002,2025-01-31,영업/정상(영업중)
애플트리(Apple tree),외국인관광도시민박업,"서울특별시 마포구 월드컵로20길 41-5, 1~2층 (성산동)",CDFI2262212014000022,2014-10-15,영업/정상(영업중)
스윗미 1949,외국인관광도시민박업,서울특별시 용산구 청파로83길 27-2 (서계동),CDFI2262212024000002,2024-01-25,영업/정상(영업중)
보문소담,외국인관광도시민박업,"서울특별시 성북구 보문로21길 15-3, 201호 (보문동5가)",CDFI2262212024000033,2024-11-04,영업/정상(영업중)
도화스테이,외국인관광도시민박업,"서울특별시 마포구 새창로4가길 9, 101호 (도화동)",CDFI2262212025000026,2025-01-13,영업/정상(영업중)
힐제이,외국인관광도시민박업,"서울특별시 종로구 창신길 159-1, 102호 (창신동, 동문아트빌라)",CDFI2262212024000007,2024-03-13,영업/정상(영업중)
코지 스테이,외국인관광도시민박업,"서울특별시 중구 퇴계로87길 49-24, 2층 (황학동)",CDFI2262212024000020,2024-04-29,영업/정상(영업중)
peace in bnb,외국인관광도시민박업,"서울특별시 서대문구 신촌로1길 57, B01호 (창천동)",CDFI2262212025000050,2025-05-26,영업/정상(영업중)
수채화,외국인관광도시민박업,"서울특별시 은평구 녹번로7길 20-18, 302호 (녹번동, 수채화)",CDFI2262212025000003,2025-03-31,영업/정상(영업중)
양 스테이,외국인관광도시민박업,"서울특별시 동대문구 망우로 28, 401호 (휘경동)",CDFI2262212025000011,2025-05-23,영업/정상(영업중)
지구 하임,외국인관광도시민박업,"서울특별시 마포구 동교로 224, 지층 b01호 (동교동)",CDFI2262212025000020,2025-01-08,영업/정상(영업중)
Sweet Dream House,외국인관광도시민박업,"서울특별시 강서구 남부순환로9길 13-9, 502호 (공항동, 하우스 공감)",CDFI2262212025000011,2025-03-12,영업/정상(영업중)
스테이 콘티고,외국인관광도시민박업,"서울특별시 마포구 동교로38길 26-7, 202호 (연남동)",CDFI2262212023000025,2023-04-03,영업/정상(영업중)
단밤 하우스,외국인관광도시민박업,"서울특별시 용산구 청파로85가길 10-4, B동 403호 (서계동)",CDFI2262212023000032,2023-06-20,영업/정상(영업중)
던 하우스,외국인관광도시민박업,"서울특별시 용산구 청파로85가길 10-4, B동 402호 (서계동)",CDFI2262212023000031,2023-06-20,영업/정상(영업중)
글로리 인 연신내,외국인관광도시민박업,"서울특별시 은평구 통일로78길 26-9, 301호 (불광동, 불광트레비앙)",CDFI2262212024000005,2024-11-12,영업/정상(영업중)
이태원 드림,외국인관광도시민박업,"서울특별시 용산구 회나무로13나길 4, 201호 (이태원동)",CDFI2262212018000023,2018-10-24,영업/정상(영업중)
안국하우스,외국인관광도시민박업,서울특별시 종로구 율곡로1길 40-29 (사간동),CDFI2262212025000089,2025-07-23,영업/정상(영업중)
게스트하우스강남(guesthousegangnam),외국인관광도시민박업,"서울특별시 강남구 압구정로34길 33, 22동 202호 (신사동, 현대맨션)",CDFI2262212012000016,2012-12-31,영업/정상(영업중)
강남스테이힐(Gangnam Stay Hill),외국인관광도시민박업,"서울특별시 강남구 테헤란로13길 65, 1~2층 (역삼동)",CDFI2262212015000008,2015-02-11,영업/정상(영업중)
brother house,외국인관광도시민박업,"서울특별시 마포구 연희로1길 55-6, 102호 (연남동)",CDFI2262212018000103,2018-11-27,영업/정상(영업중)
Breeze Stay Seoul,외국인관광도시민박업,"서울특별시 서대문구 북아현로22나길 52, B02호 (북아현동)",CDFI2262212025000091,2025-09-11,영업/정상(영업중)
주드 (Jude),외국인관광도시민박업,"서울특별시 서대문구 경기대로 83-9, 101호 (충정로2가)",CDFI2262212025000090,2025-09-11,영업/정상(영업중)
어반네스트 송정,외국인관광도시민박업,"서울특별시 강서구 송정로 63, 502호 (공항동)",CDFI2262212025000051,2025-09-11,영업/정상(영업중)
동대문 하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로66길 3-1, 1층 (광희동2가)",CDFI2262212023000034,2023-12-06,영업/정상(영업중)
casa cielo,외국인관광도시민박업,"서울특별시 용산구 청파로63길 18, 이화맨션(객실:2개) 201호 (청파동1가)",CDFI2262212018000007,2018-02-21,영업/정상(영업중)
아늑히 혜화,외국인관광도시민박업,"서울특별시 종로구 낙산1길 28-3, 102호 (동숭동)",CDFI2262212025000120,2025-09-11,영업/정상(영업중)
여유재,외국인관광도시민박업,서울특별시 동대문구 회기로12길 5-20 (회기동),CDFI2262212025000020,2025-09-11,영업/정상(영업중)
트리니엘 혜화,외국인관광도시민박업,"서울특별시 종로구 창경궁로33길 11, 3동 401호 (명륜2가)",CDFI2262212025000119,2025-09-11,영업/정상(영업중)
Cozy Lodge,외국인관광도시민박업,"서울특별시 관악구 성현로 80, 107동 701호 (봉천동, 관악드림타운아파트)",CDFI2262212014000002,2014-04-01,영업/정상(영업중)
신림역별빛거리 하우스,외국인관광도시민박업,"서울특별시 관악구 신림동1길 20-6, A동 902호 (신림동)",CDFI2262212025000017,2025-01-31,영업/정상(영업중)
갤러리 4,외국인관광도시민박업,"서울특별시 동대문구 회기로12길 5-20, 4층 (회기동)",CDFI2262212025000019,2025-09-11,영업/정상(영업중)
AT30,외국인관광도시민박업,"서울특별시 마포구 양화로19길 22-13, 2~3층 (동교동)",CDFI2262212022000084,2022-12-12,영업/정상(영업중)
USB하우스,외국인관광도시민박업,"서울특별시 중구 동호로 290-9, 301호 (장충동2가, 에스.비.하우스)",CDFI2262212014000011,2014-04-10,영업/정상(영업중)
Goldlady's House,외국인관광도시민박업,"서울특별시 송파구 올림픽로 99, 128동 1503호 (잠실동, 잠실엘스)",CDFI2262212012000002,2012-07-25,영업/정상(영업중)
봉스 비앤비(Bong's BNB),외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 42-4, 2층 (남산동2가)",CDFI2262212023000014,2023-04-28,영업/정상(영업중)
1012 하우스 남산,외국인관광도시민박업,"서울특별시 중구 소공로6가길 22, 3층 401호 (회현동2가)",CDFI2262212013000004,2013-01-23,영업/정상(영업중)
Tina`s Homestay,외국인관광도시민박업,"서울특별시 송파구 삼학사로19길 7, 동화빌딩 5층 (삼전동)",CDFI2262212012000006,2012-08-27,영업/정상(영업중)
Jeong's family,외국인관광도시민박업,"서울특별시 용산구 효창원로8길 16, 101동 903호 (원효로4가, 한성 한강수 아파트)",CDFI2262212015000026,2015-09-23,영업/정상(영업중)
B my guesthouse,외국인관광도시민박업,서울특별시 중구 소공로6가길 2 (회현동2가),CDFI2262212012000017,2012-09-21,영업/정상(영업중)
어반스테이 동대문,외국인관광도시민박업,"서울특별시 동대문구 답십리로23길 17, 지층 101호 (전농동)",CDFI2262212024000037,2024-12-05,영업/정상(영업중)
엔포시즌,외국인관광도시민박업,"서울특별시 중구 퇴계로8길 54, 2층 202호 (회현동1가)",CDFI2262212012000016,2012-09-11,영업/정상(영업중)
온리휴,외국인관광도시민박업,서울특별시 성북구 종암로9나길 43 (종암동),CDFI2262212024000004,2024-03-12,영업/정상(영업중)
라미하우스,외국인관광도시민박업,"서울특별시 마포구 월드컵북로5가길 31, 미소빌딩 4층 (서교동)",CDFI2262212025000341,2025-09-16,영업/정상(영업중)
코지스테이,외국인관광도시민박업,"서울특별시 동대문구 이문로12길 60, 302호 (휘경동, 스위트퀸)",CDFI2262212025000018,2025-09-04,영업/정상(영업중)
스테이 네버랜드 라운지 DMC,외국인관광도시민박업,"서울특별시 마포구 매봉산로2안길 18-10, 4층 401호 (상암동)",CDFI2262212025000343,2025-09-16,영업/정상(영업중)
lowdays,외국인관광도시민박업,"서울특별시 송파구 백제고분로11길 26, 103호 (잠실동)",CDFI2262212025000056,2025-08-12,영업/정상(영업중)
스테이 하루,외국인관광도시민박업,"서울특별시 마포구 매봉산로2안길 22, 2층 201호 (상암동)",CDFI2262212025000345,2025-09-16,영업/정상(영업중)
희우스테이,외국인관광도시민박업,"서울특별시 마포구 희우정로7길 33-14, 1층 (합정동)",CDFI2262212025000344,2025-09-16,영업/정상(영업중)
시티 오아시스 홍대점,외국인관광도시민박업,"서울특별시 마포구 와우산로29마길 7, 202호 (서교동)",CDFI2262212025000342,2025-09-16,영업/정상(영업중)
포레리움,외국인관광도시민박업,"서울특별시 성동구 서울숲7길 11, 702호 (성수동1가, 포레스트사이드)",CDFI2262212025000033,2025-09-16,영업/정상(영업중)
더 쉼 공간,외국인관광도시민박업,"서울특별시 동대문구 제기로 7, 2층 (제기동)",CDFI2262212023000003,2023-07-10,영업/정상(영업중)
Urban 57,외국인관광도시민박업,"서울특별시 광진구 동일로60길 48-1, 503호 (군자동)",CDFI2262212025000062,2025-09-16,영업/정상(영업중)
나루게스트하우스,외국인관광도시민박업,서울특별시 마포구 양화로12길 8-12 (서교동),CDFI2262212016000013,2016-03-18,영업/정상(영업중)
Roome House,외국인관광도시민박업,"서울특별시 강동구 천호대로168라길 28-9, 2층 202호 (성내동, LAPUTA 174)",CDFI2262212025000069,2025-09-16,영업/정상(영업중)
은평 켈리스테이,외국인관광도시민박업,"서울특별시 은평구 통일로78가길 13-37, 602호 (불광동, 엘림아너스빌)",CDFI2262212025000006,2025-05-09,영업/정상(영업중)
다산하우스,외국인관광도시민박업,"서울특별시 강서구 송정로 70, 3층 (공항동)",CDFI2262212019000006,2019-06-07,영업/정상(영업중)
경복궁마마,외국인관광도시민박업,"서울특별시 종로구 옥인6길 4, 인왕산그린빌라 302호 (누상동)",CDFI2262212025000104,2025-08-25,영업/정상(영업중)
경복궁서촌장,외국인관광도시민박업,"서울특별시 종로구 옥인6길 4, 인왕산그린빌라 401호 (누상동)",CDFI2262212025000102,2025-08-25,영업/정상(영업중)
혜성,외국인관광도시민박업,"서울특별시 강서구 곰달래로31나길 21, 가동 601호 (화곡동, 혜성펠리스)",CDFI2262212025000046,2025-08-25,영업/정상(영업중)
헌트릭스 스테이(Huntrix Stay),외국인관광도시민박업,"서울특별시 광진구 자양로23길 47, 102호 (구의동)",CDFI2262212025000054,2025-08-22,영업/정상(영업중)
마포테라스하우스,외국인관광도시민박업,"서울특별시 마포구 성산로2길 21-21, 유니아란치움 5층 502호 (성산동)",CDFI2262212025000325,2025-08-22,영업/정상(영업중)
온유 마포 스테이,외국인관광도시민박업,"서울특별시 마포구 백범로21길 20, 302호 (염리동)",CDFI2262212025000322,2025-08-21,영업/정상(영업중)
Private Hongdae,외국인관광도시민박업,"서울특별시 서대문구 신촌로1길 42-16, 창성빌리지 103호 (창천동)",CDFI2262212025000083,2025-08-21,영업/정상(영업중)
이지멘션2F,외국인관광도시민박업,"서울특별시 마포구 성미산로17길 105-5, 2층 (성산동)",CDFI2262212024000468,2024-12-20,영업/정상(영업중)
종묘 01,외국인관광도시민박업,"서울특별시 종로구 자하문로19길 3, 301호 (옥인동, 홀로세 다세대주택)",CDFI2262212025000100,2025-08-19,영업/정상(영업중)
레드월 하우스 (Redwall House),외국인관광도시민박업,"서울특별시 서대문구 홍제내2나길 19, 201호 (홍제동, 원영빌라)",CDFI2262212025000080,2025-08-13,영업/정상(영업중)
Daol Stay,외국인관광도시민박업,"서울특별시 마포구 망원로11길 44-3, 3층 401호 (망원동)",CDFI2262212025000316,2025-08-18,영업/정상(영업중)
Stay Ju,외국인관광도시민박업,"서울특별시 마포구 토정로9길 28, 지층 (상수동)",CDFI2262212025000323,2025-08-21,영업/정상(영업중)
Stay Maru,외국인관광도시민박업,"서울특별시 광진구 자양로25길 14-4, 102호 (구의동)",CDFI2262212025000053,2025-08-18,영업/정상(영업중)
카레집 2,외국인관광도시민박업,"서울특별시 동대문구 서울시립대로27길 43, 5층 (전농동)",CDFI2262212017000002,2017-01-02,영업/정상(영업중)
쥐에이치302,외국인관광도시민박업,"서울특별시 마포구 동교로3길 90, 3층 302호 (망원동)",CDFI2262212025000315,2025-08-18,영업/정상(영업중)
Stay Slow&Joy,외국인관광도시민박업,"서울특별시 강동구 천중로54길 25, 2층 202호 (길동)",CDFI2262212025000064,2025-08-22,영업/정상(영업중)
스테이민,외국인관광도시민박업,"서울특별시 강동구 풍성로56길 12-19, 지하층 102호 (성내동)",CDFI2262212025000065,2025-08-25,영업/정상(영업중)
경복궁 그린하우스,외국인관광도시민박업,"서울특별시 종로구 옥인6길 4, 인왕산그린빌라 201호 (누상동)",CDFI2262212025000099,2025-08-18,영업/정상(영업중)
킹캉,외국인관광도시민박업,"서울특별시 양천구 목동로25길 21, 5층 (신정동)",CDFI2262212025000035,2025-08-22,영업/정상(영업중)
Ella Stay Seoul,외국인관광도시민박업,"서울특별시 강동구 상암로39길 53, 202호 (천호동)",CDFI2262212025000062,2025-08-18,영업/정상(영업중)
이나스테이,외국인관광도시민박업,"서울특별시 종로구 청계천로 307, 동대문신발상가 나동 505호 (창신동)",CDFI2262212024000035,2024-07-18,영업/정상(영업중)
까사 미라미라클,외국인관광도시민박업,"서울특별시 관악구 조원로16가길 38, B01호 (신림동, 태양주택)",CDFI2262212025000056,2025-08-18,영업/정상(영업중)
슈스 스테이,외국인관광도시민박업,"서울특별시 마포구 성미산로11길 117, 지층 102호 (성산동)",CDFI2262212025000314,2025-08-14,영업/정상(영업중)
라인스테이,외국인관광도시민박업,"서울특별시 강서구 방화대로6가길 4, 401호 (공항동, 에코타운)",CDFI2262212025000050,2025-09-09,영업/정상(영업중)
Lucky Stay,외국인관광도시민박업,"서울특별시 관악구 행운1바길 9, 2층 (봉천동)",CDFI2262212024000113,2024-09-27,영업/정상(영업중)
디엠큐케,외국인관광도시민박업,"서울특별시 성동구 둘레3길 12, 2층 201호 (성수동1가)",CDFI2262212024000019,2024-05-29,영업/정상(영업중)
명문가,외국인관광도시민박업,"서울특별시 종로구 명륜4가길 13, 1층 (명륜3가)",CDFI2262212025000117,2025-09-08,영업/정상(영업중)
하베스트,외국인관광도시민박업,"서울특별시 광진구 용마산로 6-7, 203호 (중곡동)",CDFI2262212025000051,2025-08-14,영업/정상(영업중)
Lumier House,외국인관광도시민박업,"서울특별시 관악구 신림로48길 17-12, 203호 (신림동)",CDFI2262212025000005,2025-01-07,영업/정상(영업중)
The Loft Gyeongbok,외국인관광도시민박업,"서울특별시 종로구 경희궁2길 6, 502호 (내수동)",CDFI2262212025000098,2025-08-14,영업/정상(영업중)
미라보,외국인관광도시민박업,"서울특별시 양천구 오목로52길 19-3, 4층 (목동, 백산)",CDFI2262212025000038,2025-09-08,영업/정상(영업중)
제이스테이,외국인관광도시민박업,"서울특별시 동작구 양녕로36길 34, 102호 (상도동, 메이저빌)",CDFI2262212025000013,2025-09-08,영업/정상(영업중)
민즈룸(Min's Room),외국인관광도시민박업,"서울특별시 서대문구 신촌로3길 49, 102호 (창천동)",CDFI2262212024000031,2024-07-03,영업/정상(영업중)
덕덕 스테이,외국인관광도시민박업,서울특별시 종로구 낙산성곽서길 107-17 (이화동),CDFI2262212024000009,2024-03-21,영업/정상(영업중)
express 9 house,외국인관광도시민박업,"서울특별시 양천구 목동중앙북로 128-7, 3층 301호 (목동, 동백빌라)",CDFI2262212025000037,2025-09-08,영업/정상(영업중)
올해피하우스,외국인관광도시민박업,"서울특별시 마포구 연남로5길 21, 2층 201호 (연남동, 현대하이파크)",CDFI2262212025000339,2025-09-08,영업/정상(영업중)
혜화 스테이,외국인관광도시민박업,"서울특별시 종로구 낙산길 22-17, 자매빌딩 205호 (동숭동)",CDFI2262212025000096,2025-08-14,영업/정상(영업중)
이룸 홈(Erum Home),외국인관광도시민박업,"서울특별시 도봉구 우이천로38다길 17, H.K팰리스 3동 401호 (쌍문동, H.K팰리스)",CDFI2262212025000004,2025-09-08,영업/정상(영업중)
I LIVE IN SEOUL,외국인관광도시민박업,"서울특별시 종로구 동망산길 88, 나무네 집 (숭인동)",CDFI2262212025000097,2025-08-14,영업/정상(영업중)
투어플러스,외국인관광도시민박업,"서울특별시 도봉구 노해로57길 19-3, 303호 (쌍문동, JH Palace)",CDFI2262212025000002,2025-07-21,영업/정상(영업중)
Smile Homestay,외국인관광도시민박업,"서울특별시 노원구 섬밭로 265, 6동 1502호 (중계동, 경남,롯데,상아아파트)",CDFI2262212014000001,2014-03-24,영업/정상(영업중)
Atelier Ryu(아뜨리에 류),외국인관광도시민박업,"서울특별시 강서구 남부순환로3길 13-10, 602호 (공항동, CL HOUSE)",CDFI2262212025000045,2025-08-13,영업/정상(영업중)
조이앤코지 신림,외국인관광도시민박업,"서울특별시 관악구 쑥고개로1나길 19, B01호 (신림동)",CDFI2262212024000101,2024-09-06,영업/정상(영업중)
리본스테이,외국인관광도시민박업,"서울특별시 은평구 연서로3길 8, 4층 (역촌동)",CDFI2262212023000014,2023-11-24,영업/정상(영업중)
소중한 공간 디렉터,외국인관광도시민박업,"서울특별시 강동구 진황도로33길 3-32, 401호 (천호동)",CDFI2262212025000023,2025-02-17,영업/정상(영업중)
도란도란3,외국인관광도시민박업,"서울특별시 마포구 동교로38길 33-15, 3층 (연남동)",CDFI2262212019000133,2019-11-08,영업/정상(영업중)
구의하우스,외국인관광도시민박업,"서울특별시 광진구 아차산로57길 5-12, B01호 (구의동)",CDFI2262212025000060,2025-09-10,영업/정상(영업중)
건대외국인민박,외국인관광도시민박업,"서울특별시 광진구 자양로 154-9, 하우트빌 401호 (구의동)",CDFI2262212025000057,2025-09-10,영업/정상(영업중)
네잎클로버 스테이,외국인관광도시민박업,"서울특별시 광진구 능동로16길 38-4, 303호 (화양동)",CDFI2262212025000061,2025-09-10,영업/정상(영업중)
코지하우스,외국인관광도시민박업,"서울특별시 노원구 동일로176길 11-11, 301호 (공릉동)",CDFI2262212023000003,2023-10-25,영업/정상(영업중)
스테이 조이(stay joy),외국인관광도시민박업,"서울특별시 종로구 자하문로30길 7, 1층 (청운동)",CDFI2262212025000076,2025-06-18,영업/정상(영업중)
스테이 무아(STAY MUAH),외국인관광도시민박업,"서울특별시 용산구 한강대로104마길 10, 우측 (후암동)",CDFI2262212023000086,2023-11-13,영업/정상(영업중)
TES01,외국인관광도시민박업,"서울특별시 광진구 긴고랑로26길 25-15, 302호 (중곡동, 보이드 군자)",CDFI2262212025000059,2025-09-10,영업/정상(영업중)
포로 하우스,외국인관광도시민박업,"서울특별시 마포구 희우정로 91, 망원동근생및다가구주택 4층 401호 (망원동)",CDFI2262212025000313,2025-08-13,영업/정상(영업중)
스테이 삼선,외국인관광도시민박업,서울특별시 성북구 삼선교로16가길 26 (삼선동2가),CDFI2262212025000026,2025-09-10,영업/정상(영업중)
